raw_transaction_string,category_label
TRANSFER,Transfer/Income
POS SALE BEST BUY,Shopping
CARD PURCHASE TARGET,Shopping
CARD PURCHASE TOLL ID:GEWT57297732507583,Transport
CARD PURCHASE SUSHI,Coffee/Dining
ELEC BILL,Utilities
VISA POS MARKET,Groceries
VISA POS TRADER JOES T:071098,Groceries
DEBIT PURCHASE MCDONALDS 836,Coffee/Dining
VISA POS TARGET T:071098,Shopping
VISA POS GAS STATION T:071098,Fuel/Gas
AEP,Utilities
EFT STARBUCKS,Coffee/Dining
EFT WHOLE FOODS,Groceries
TRANSFER,Transfer/Income
VISA POS TRADER JOES T:071098,Groceries
PAYROLL ID:GEWT57297732507583,Transfer/Income
POS SALE TRADER JOES,Groceries
DEBIT PURCHASE MARKET T:071098,Groceries
CARD PURCHASE GAS STATION LOC:EAST1661,Fuel/Gas
DEBIT PURCHASE MCDONALDS,Coffee/Dining
DEBIT PURCHASE GYM MEMBERSHIP T:071098,Health/Fitness
CARD PURCHASE MCDONALDS,Coffee/Dining
AEP,Utilities
DEBIT PURCHASE GROCERY ID:GEWT57297732507583,Groceries
VISA POS MARKET ID:GEWT57297732507583,Groceries
VISA POS SHELL GAS ID:GEWT57297732507583,Fuel/Gas
EFT GROCERY,Groceries
POS SALE PHARMACY,Health/Fitness
DEBIT PURCHASE WHOLE FOODS,Groceries
VISA POS GAS STATION,Fuel/Gas
CARD PURCHASE BEST BUY,Shopping
POS SALE STARBUCKS ID:GEWT57297732507583,Coffee/Dining
CARD PURCHASE CAFE,Coffee/Dining
DEBIT PURCHASE CAFE,Coffee/Dining
CARD PURCHASE TRADER JOES,Groceries
COMCAST ID:GEWT57297732507583,Utilities
VISA POS CAFE,Coffee/Dining
VENMO CASH IN,Transfer/Income
DEBIT PURCHASE CAFE,Coffee/Dining
DEBIT PURCHASE WHOLE FOODS 836,Groceries
VISA POS RALPHS 836,Groceries
EFT MCDONALDS 836,Coffee/Dining
WATER SERVICE T:071098,Utilities
SALARY,Transfer/Income
POS SALE BEST BUY ID:GEWT57297732507583,Shopping
PAYROLL,Transfer/Income
DEBIT PURCHASE MARKET LOC:EAST1661,Groceries
EFT BEST BUY LOC:EAST1661,Shopping
DEBIT PURCHASE RALPHS,Groceries
PAYROLL,Transfer/Income
DEBIT PURCHASE GYM MEMBERSHIP ID:GEWT57297732507583,Health/Fitness
DEBIT PURCHASE RALPHS 836,Groceries
EFT SUSHI,Coffee/Dining
DEBIT PURCHASE BEST BUY,Shopping
CARD PURCHASE MARKET 836,Groceries
VISA POS MARKET,Groceries
EFT TRADER JOES LOC:EAST1661,Groceries
VISA POS WHOLE FOODS LOC:EAST1661,Groceries
CABLE 836,Utilities
CARD PURCHASE RALPHS,Groceries
DEBIT PURCHASE PIZZA,Coffee/Dining
POS SALE MARKET 836,Groceries
EFT SUSHI,Coffee/Dining
DEBIT PURCHASE BEST BUY,Shopping
DEBIT PURCHASE MARKET ID:GEWT57297732507583,Groceries
DEBIT PURCHASE RALPHS T:071098,Groceries
POS SALE DOCTOR,Health/Fitness
EFT APPLE STORE 836,Shopping
CARD PURCHASE PHARMACY 836,Health/Fitness
EFT TARGET,Shopping
POS SALE GYM MEMBERSHIP,Health/Fitness
EFT TRADER JOES ID:GEWT57297732507583,Groceries
SALARY,Transfer/Income
EFT AMAZON.COM ID:GEWT57297732507583,Shopping
CARD PURCHASE EXXON,Fuel/Gas
VISA POS RALPHS ID:GEWT57297732507583,Groceries
VISA POS BEST BUY,Shopping
POS SALE MCDONALDS,Coffee/Dining
CARD PURCHASE RETAIL,Shopping
POS SALE PUMP,Fuel/Gas
CARD PURCHASE DOCTOR,Health/Fitness
DEBIT PURCHASE RALPHS ID:GEWT57297732507583,Groceries
VISA POS GROCERY,Groceries
POS SALE GROCERY,Groceries
VISA POS MARKET,Groceries
CARD PURCHASE RESTAURANT T:071098,Coffee/Dining
TRANSFER,Transfer/Income
EFT MARKET,Groceries
CARD PURCHASE AMAZON.COM,Shopping
SALARY 836,Transfer/Income
EFT CAFE,Coffee/Dining
DEBIT PURCHASE GROCERY ID:GEWT57297732507583,Groceries
SALARY 836,Transfer/Income
DEBIT PURCHASE SHELL GAS,Fuel/Gas
PAYROLL,Transfer/Income
CABLE,Utilities
DEBIT PURCHASE RESTAURANT,Coffee/Dining
CARD PURCHASE WHOLE FOODS,Groceries
VISA POS PHARMACY LOC:EAST1661,Health/Fitness
DEBIT PURCHASE GROCERY 836,Groceries
DEBIT PURCHASE TRADER JOES LOC:EAST1661,Groceries
EFT TARGET 836,Shopping
DEBIT PURCHASE CAFE,Coffee/Dining
PAYROLL,Transfer/Income
DEBIT PURCHASE MARKET,Groceries
EFT WHOLE FOODS LOC:EAST1661,Groceries
DEBIT PURCHASE STARBUCKS,Coffee/Dining
TRANSFER 836,Transfer/Income
VISA POS EXXON,Fuel/Gas
POS SALE GROCERY T:071098,Groceries
VISA POS EXXON T:071098,Fuel/Gas
EFT TARGET,Shopping
EFT TRADER JOES,Groceries
VISA POS APPLE STORE 836,Shopping
EFT TRADER JOES,Groceries
DEBIT PURCHASE TOLL 836,Transport
POS SALE WHOLE FOODS T:071098,Groceries
CARD PURCHASE PUMP,Fuel/Gas
POS SALE RALPHS,Groceries
POS SALE RALPHS,Groceries
SALARY,Transfer/Income
PAYROLL ID:GEWT57297732507583,Transfer/Income
SALARY,Transfer/Income
VISA POS RALPHS T:071098,Groceries
VISA POS AMAZON.COM,Shopping
AEP T:071098,Utilities
CARD PURCHASE APPLE STORE LOC:EAST1661,Shopping
EFT SHELL GAS,Fuel/Gas
POS SALE STARBUCKS T:071098,Coffee/Dining
POS SALE RALPHS,Groceries
DEBIT PURCHASE MCDONALDS,Coffee/Dining
VENMO CASH IN ID:GEWT57297732507583,Transfer/Income
VISA POS AMAZON.COM ID:GEWT57297732507583,Shopping
VISA POS GROCERY,Groceries
DEBIT PURCHASE WHOLE FOODS,Groceries
EFT WHOLE FOODS ID:GEWT57297732507583,Groceries
VISA POS MARKET,Groceries
DEBIT PURCHASE PIZZA ID:GEWT57297732507583,Coffee/Dining
CARD PURCHASE STARBUCKS,Coffee/Dining
POS SALE CHEVRON ID:GEWT57297732507583,Fuel/Gas
EFT APPLE STORE,Shopping
POS SALE MARKET,Groceries
EFT TARGET ID:GEWT57297732507583,Shopping
PAYROLL LOC:EAST1661,Transfer/Income
VISA POS TARGET,Shopping
EFT RESTAURANT,Coffee/Dining
AEP,Utilities
EFT BEST BUY,Shopping
CARD PURCHASE CAFE ID:GEWT57297732507583,Coffee/Dining
EFT BEST BUY,Shopping
VISA POS RESTAURANT T:071098,Coffee/Dining
DEBIT PURCHASE RETAIL,Shopping
CARD PURCHASE CHEVRON 836,Fuel/Gas
POS SALE SUSHI 836,Coffee/Dining
CARD PURCHASE CHEVRON,Fuel/Gas
TRANSFER LOC:EAST1661,Transfer/Income
TRANSFER,Transfer/Income
EFT GYM MEMBERSHIP,Health/Fitness
DEBIT PURCHASE MCDONALDS,Coffee/Dining
ELEC BILL,Utilities
CARD PURCHASE DOCTOR,Health/Fitness
EFT SUSHI ID:GEWT57297732507583,Coffee/Dining
DEBIT PURCHASE STARBUCKS,Coffee/Dining
VISA POS AMAZON.COM,Shopping
EFT AMAZON.COM,Shopping
POS SALE TRADER JOES T:071098,Groceries
CARD PURCHASE TOLL,Transport
EFT RETAIL,Shopping
POS SALE SHELL GAS T:071098,Fuel/Gas
DEBIT PURCHASE MARKET,Groceries
CARD PURCHASE GAS STATION,Fuel/Gas
VISA POS STARBUCKS,Coffee/Dining
CARD PURCHASE RETAIL,Shopping
POS SALE WHOLE FOODS,Groceries
DEBIT PURCHASE AMAZON.COM,Shopping
CARD PURCHASE BEST BUY LOC:EAST1661,Shopping
DEBIT PURCHASE RALPHS ID:GEWT57297732507583,Groceries
POS SALE GROCERY LOC:EAST1661,Groceries
DEBIT PURCHASE TARGET,Shopping
POS SALE APPLE STORE,Shopping
CARD PURCHASE BEST BUY 836,Shopping
CABLE,Utilities
EFT DOCTOR,Health/Fitness
DEBIT PURCHASE TARGET,Shopping
DEBIT PURCHASE MCDONALDS,Coffee/Dining
VISA POS TOLL,Transport
CARD PURCHASE BEST BUY LOC:EAST1661,Shopping
POS SALE METRO RAIL,Transport
VISA POS MCDONALDS,Coffee/Dining
DEBIT PURCHASE STARBUCKS,Coffee/Dining
DEBIT PURCHASE MARKET,Groceries
DEBIT PURCHASE PIZZA T:071098,Coffee/Dining
POS SALE WHOLE FOODS,Groceries
VISA POS RALPHS LOC:EAST1661,Groceries
CARD PURCHASE STARBUCKS,Coffee/Dining
EFT TRADER JOES ID:GEWT57297732507583,Groceries
EFT RALPHS,Groceries
DEBIT PURCHASE MCDONALDS T:071098,Coffee/Dining
VISA POS WHOLE FOODS 836,Groceries
CARD PURCHASE SUSHI,Coffee/Dining
POS SALE GROCERY,Groceries
EFT TOLL,Transport
VISA POS RALPHS,Groceries
POS SALE SUSHI ID:GEWT57297732507583,Coffee/Dining
VISA POS PUMP,Fuel/Gas
POS SALE GROCERY,Groceries
DEBIT PURCHASE EXXON,Fuel/Gas
EFT GROCERY T:071098,Groceries
EFT TRADER JOES,Groceries
TRANSFER,Transfer/Income
EFT TARGET,Shopping
VISA POS MCDONALDS,Coffee/Dining
EFT DOCTOR ID:GEWT57297732507583,Health/Fitness
DEBIT PURCHASE AMAZON.COM 836,Shopping
DEBIT PURCHASE WHOLE FOODS T:071098,Groceries
EFT PUMP,Fuel/Gas
VISA POS GAS STATION 836,Fuel/Gas
VISA POS EXXON,Fuel/Gas
VISA POS UBER TRIP,Transport
CARD PURCHASE AMAZON.COM 836,Shopping
DEBIT PURCHASE BEST BUY LOC:EAST1661,Shopping
SALARY,Transfer/Income
SALARY,Transfer/Income
EFT PIZZA,Coffee/Dining
EFT MARKET,Groceries
EFT MARKET,Groceries
VISA POS PIZZA,Coffee/Dining
CARD PURCHASE BEST BUY LOC:EAST1661,Shopping
CARD PURCHASE MARKET,Groceries
VENMO CASH IN LOC:EAST1661,Transfer/Income
VENMO CASH IN ID:GEWT57297732507583,Transfer/Income
CARD PURCHASE LYFT,Transport
EFT GROCERY,Groceries
EFT MARKET,Groceries
VENMO CASH IN,Transfer/Income
POS SALE GROCERY,Groceries
POS SALE SUSHI,Coffee/Dining
POS SALE SUSHI T:071098,Coffee/Dining
VISA POS PHARMACY T:071098,Health/Fitness
DEBIT PURCHASE MARKET T:071098,Groceries
CARD PURCHASE METRO RAIL,Transport
EFT GROCERY ID:GEWT57297732507583,Groceries
POS SALE CHEVRON ID:GEWT57297732507583,Fuel/Gas
SALARY,Transfer/Income
VISA POS SUSHI,Coffee/Dining
POS SALE RALPHS ID:GEWT57297732507583,Groceries
DEBIT PURCHASE APPLE STORE,Shopping
ELEC BILL,Utilities
EFT GYM MEMBERSHIP ID:GEWT57297732507583,Health/Fitness
CARD PURCHASE PHARMACY 836,Health/Fitness
EFT CAFE,Coffee/Dining
VISA POS MCDONALDS,Coffee/Dining
TRANSFER,Transfer/Income
POS SALE GAS STATION,Fuel/Gas
EFT AMAZON.COM 836,Shopping
PAYROLL,Transfer/Income
DEBIT PURCHASE MARKET,Groceries
POS SALE RALPHS,Groceries
EFT CHEVRON,Fuel/Gas
CARD PURCHASE RESTAURANT,Coffee/Dining
PAYROLL T:071098,Transfer/Income
EFT PUMP,Fuel/Gas
VISA POS AMAZON.COM T:071098,Shopping
EFT PIZZA,Coffee/Dining
VISA POS PIZZA 836,Coffee/Dining
EFT TARGET T:071098,Shopping
VISA POS CAFE,Coffee/Dining
VENMO CASH IN,Transfer/Income
VISA POS MARKET,Groceries
POS SALE AMAZON.COM LOC:EAST1661,Shopping
POS SALE SHELL GAS LOC:EAST1661,Fuel/Gas
EFT MARKET,Groceries
VENMO CASH IN,Transfer/Income
POS SALE UBER TRIP,Transport
DEBIT PURCHASE GYM MEMBERSHIP T:071098,Health/Fitness
POS SALE BEST BUY,Shopping
VISA POS SUSHI,Coffee/Dining
ELEC BILL,Utilities
DEBIT PURCHASE TRADER JOES,Groceries
POS SALE TRADER JOES,Groceries
DEBIT PURCHASE GAS STATION,Fuel/Gas
POS SALE GYM MEMBERSHIP ID:GEWT57297732507583,Health/Fitness
EFT TARGET ID:GEWT57297732507583,Shopping
CARD PURCHASE BEST BUY 836,Shopping
CARD PURCHASE APPLE STORE ID:GEWT57297732507583,Shopping
EFT RESTAURANT,Coffee/Dining
DEBIT PURCHASE GAS STATION,Fuel/Gas
POS SALE PHARMACY ID:GEWT57297732507583,Health/Fitness
POS SALE SUSHI,Coffee/Dining
EFT RETAIL T:071098,Shopping
CARD PURCHASE SHELL GAS ID:GEWT57297732507583,Fuel/Gas
CARD PURCHASE WHOLE FOODS LOC:EAST1661,Groceries
DEBIT PURCHASE GROCERY T:071098,Groceries
CARD PURCHASE RESTAURANT,Coffee/Dining
VISA POS WHOLE FOODS,Groceries
SALARY T:071098,Transfer/Income
CARD PURCHASE MCDONALDS ID:GEWT57297732507583,Coffee/Dining
CARD PURCHASE CHEVRON LOC:EAST1661,Fuel/Gas
POS SALE RALPHS ID:GEWT57297732507583,Groceries
DEBIT PURCHASE APPLE STORE,Shopping
CARD PURCHASE CAFE,Coffee/Dining
POS SALE METRO RAIL 836,Transport
VISA POS GAS STATION 836,Fuel/Gas
POS SALE GROCERY,Groceries
CARD PURCHASE TRADER JOES,Groceries
PAYROLL,Transfer/Income
VISA POS CAFE LOC:EAST1661,Coffee/Dining
POS SALE RESTAURANT,Coffee/Dining
POS SALE MARKET,Groceries
VISA POS GAS STATION,Fuel/Gas
COMCAST ID:GEWT57297732507583,Utilities
DEBIT PURCHASE PIZZA T:071098,Coffee/Dining
SALARY ID:GEWT57297732507583,Transfer/Income
DEBIT PURCHASE TOLL,Transport
CARD PURCHASE MCDONALDS,Coffee/Dining
POS SALE MARKET ID:GEWT57297732507583,Groceries
DEBIT PURCHASE METRO RAIL,Transport
POS SALE RALPHS ID:GEWT57297732507583,Groceries
EFT GYM MEMBERSHIP LOC:EAST1661,Health/Fitness
DEBIT PURCHASE WHOLE FOODS LOC:EAST1661,Groceries
POS SALE MARKET,Groceries
VENMO CASH IN,Transfer/Income
WATER SERVICE,Utilities
EFT BEST BUY LOC:EAST1661,Shopping
VISA POS STARBUCKS,Coffee/Dining
EFT APPLE STORE,Shopping
CARD PURCHASE BEST BUY,Shopping
EFT MARKET ID:GEWT57297732507583,Groceries
CABLE,Utilities
EFT TOLL,Transport
CARD PURCHASE CHEVRON 836,Fuel/Gas
POS SALE RETAIL ID:GEWT57297732507583,Shopping
EFT PIZZA LOC:EAST1661,Coffee/Dining
VENMO CASH IN ID:GEWT57297732507583,Transfer/Income
DEBIT PURCHASE PIZZA,Coffee/Dining
PAYROLL,Transfer/Income
CARD PURCHASE RESTAURANT,Coffee/Dining
DEBIT PURCHASE RETAIL 836,Shopping
VISA POS RALPHS 836,Groceries
EFT CAFE,Coffee/Dining
DEBIT PURCHASE CHEVRON,Fuel/Gas
DEBIT PURCHASE APPLE STORE,Shopping
EFT MCDONALDS,Coffee/Dining
CARD PURCHASE PHARMACY T:071098,Health/Fitness
VENMO CASH IN,Transfer/Income
CARD PURCHASE RALPHS 836,Groceries
SALARY LOC:EAST1661,Transfer/Income
EFT RESTAURANT,Coffee/Dining
CARD PURCHASE TARGET,Shopping
POS SALE PUMP LOC:EAST1661,Fuel/Gas
CARD PURCHASE AMAZON.COM,Shopping
EFT STARBUCKS,Coffee/Dining
VISA POS TARGET,Shopping
DEBIT PURCHASE UBER TRIP T:071098,Transport
POS SALE MCDONALDS ID:GEWT57297732507583,Coffee/Dining
CARD PURCHASE TRADER JOES,Groceries
EFT RALPHS LOC:EAST1661,Groceries
EFT TRADER JOES,Groceries
CARD PURCHASE WHOLE FOODS LOC:EAST1661,Groceries
POS SALE STARBUCKS,Coffee/Dining
DEBIT PURCHASE RETAIL,Shopping
VISA POS BEST BUY T:071098,Shopping
DEBIT PURCHASE RALPHS LOC:EAST1661,Groceries
VISA POS MCDONALDS,Coffee/Dining
EFT GYM MEMBERSHIP,Health/Fitness
DEBIT PURCHASE RALPHS T:071098,Groceries
EFT GROCERY,Groceries
POS SALE MARKET,Groceries
CARD PURCHASE GROCERY,Groceries
DEBIT PURCHASE MARKET 836,Groceries
DEBIT PURCHASE PHARMACY 836,Health/Fitness
PAYROLL LOC:EAST1661,Transfer/Income
EFT PUMP ID:GEWT57297732507583,Fuel/Gas
EFT GROCERY LOC:EAST1661,Groceries
POS SALE PIZZA LOC:EAST1661,Coffee/Dining
POS SALE TRADER JOES T:071098,Groceries
VISA POS AMAZON.COM ID:GEWT57297732507583,Shopping
POS SALE METRO RAIL,Transport
EFT MCDONALDS,Coffee/Dining
SALARY,Transfer/Income
POS SALE RESTAURANT T:071098,Coffee/Dining
VISA POS PHARMACY,Health/Fitness
EFT SUSHI,Coffee/Dining
POS SALE DOCTOR ID:GEWT57297732507583,Health/Fitness
POS SALE RESTAURANT,Coffee/Dining
DEBIT PURCHASE AMAZON.COM,Shopping
DEBIT PURCHASE GYM MEMBERSHIP 836,Health/Fitness
SALARY,Transfer/Income
VISA POS EXXON,Fuel/Gas
DEBIT PURCHASE STARBUCKS,Coffee/Dining
EFT TARGET,Shopping
DEBIT PURCHASE UBER TRIP,Transport
VISA POS STARBUCKS T:071098,Coffee/Dining
EFT WHOLE FOODS LOC:EAST1661,Groceries
CARD PURCHASE RALPHS,Groceries
PAYROLL,Transfer/Income
DEBIT PURCHASE BEST BUY,Shopping
DEBIT PURCHASE APPLE STORE 836,Shopping
DEBIT PURCHASE TRADER JOES,Groceries
EFT DOCTOR,Health/Fitness
SALARY,Transfer/Income
DEBIT PURCHASE PIZZA,Coffee/Dining
SALARY ID:GEWT57297732507583,Transfer/Income
EFT RETAIL,Shopping
CARD PURCHASE GROCERY,Groceries
VISA POS AMAZON.COM,Shopping
TRANSFER,Transfer/Income
POS SALE MARKET T:071098,Groceries
WATER SERVICE,Utilities
COMCAST,Utilities
DEBIT PURCHASE TARGET,Shopping
DEBIT PURCHASE MCDONALDS,Coffee/Dining
EFT GROCERY ID:GEWT57297732507583,Groceries
CARD PURCHASE GROCERY,Groceries
DEBIT PURCHASE GYM MEMBERSHIP,Health/Fitness
POS SALE TARGET ID:GEWT57297732507583,Shopping
EFT LYFT,Transport
POS SALE GAS STATION,Fuel/Gas
SALARY T:071098,Transfer/Income
DEBIT PURCHASE STARBUCKS ID:GEWT57297732507583,Coffee/Dining
POS SALE STARBUCKS,Coffee/Dining
POS SALE RALPHS LOC:EAST1661,Groceries
POS SALE RALPHS 836,Groceries
ELEC BILL 836,Utilities
VISA POS BEST BUY,Shopping
EFT PIZZA,Coffee/Dining
DEBIT PURCHASE MARKET,Groceries
EFT MARKET 836,Groceries
EFT RALPHS,Groceries
EFT MARKET ID:GEWT57297732507583,Groceries
CARD PURCHASE GAS STATION,Fuel/Gas
DEBIT PURCHASE MARKET ID:GEWT57297732507583,Groceries
EFT GAS STATION 836,Fuel/Gas
CARD PURCHASE EXXON,Fuel/Gas
VISA POS METRO RAIL,Transport
VISA POS PIZZA,Coffee/Dining
DEBIT PURCHASE WHOLE FOODS,Groceries
DEBIT PURCHASE CHEVRON,Fuel/Gas
CARD PURCHASE APPLE STORE ID:GEWT57297732507583,Shopping
VISA POS RALPHS,Groceries
POS SALE DOCTOR T:071098,Health/Fitness
VISA POS RESTAURANT ID:GEWT57297732507583,Coffee/Dining
EFT SHELL GAS,Fuel/Gas
POS SALE TARGET ID:GEWT57297732507583,Shopping
DEBIT PURCHASE PHARMACY LOC:EAST1661,Health/Fitness
POS SALE MARKET ID:GEWT57297732507583,Groceries
DEBIT PURCHASE GROCERY,Groceries
DEBIT PURCHASE APPLE STORE ID:GEWT57297732507583,Shopping
VENMO CASH IN,Transfer/Income
VENMO CASH IN,Transfer/Income
CABLE,Utilities
POS SALE TARGET ID:GEWT57297732507583,Shopping
EFT TRADER JOES ID:GEWT57297732507583,Groceries
POS SALE AMAZON.COM ID:GEWT57297732507583,Shopping
POS SALE STARBUCKS LOC:EAST1661,Coffee/Dining
POS SALE METRO RAIL,Transport
VISA POS AMAZON.COM LOC:EAST1661,Shopping
VISA POS LYFT,Transport
DEBIT PURCHASE BEST BUY,Shopping
DEBIT PURCHASE RALPHS,Groceries
POS SALE SUSHI,Coffee/Dining
EFT SUSHI,Coffee/Dining
EFT TRADER JOES,Groceries
TRANSFER,Transfer/Income
TRANSFER,Transfer/Income
VISA POS WHOLE FOODS,Groceries
CARD PURCHASE CHEVRON ID:GEWT57297732507583,Fuel/Gas
CARD PURCHASE BEST BUY LOC:EAST1661,Shopping
DEBIT PURCHASE BEST BUY,Shopping
PAYROLL,Transfer/Income
EFT DOCTOR 836,Health/Fitness
CARD PURCHASE RESTAURANT 836,Coffee/Dining
POS SALE UBER TRIP,Transport
TRANSFER ID:GEWT57297732507583,Transfer/Income
WATER SERVICE LOC:EAST1661,Utilities
VENMO CASH IN ID:GEWT57297732507583,Transfer/Income
EFT WHOLE FOODS LOC:EAST1661,Groceries
DEBIT PURCHASE RETAIL,Shopping
CARD PURCHASE WHOLE FOODS T:071098,Groceries
POS SALE PIZZA,Coffee/Dining
EFT EXXON LOC:EAST1661,Fuel/Gas
VISA POS TRADER JOES T:071098,Groceries
SALARY T:071098,Transfer/Income
DEBIT PURCHASE APPLE STORE ID:GEWT57297732507583,Shopping
DEBIT PURCHASE MARKET ID:GEWT57297732507583,Groceries
VISA POS CAFE,Coffee/Dining
EFT SUSHI T:071098,Coffee/Dining
DEBIT PURCHASE TARGET LOC:EAST1661,Shopping
DEBIT PURCHASE GYM MEMBERSHIP,Health/Fitness
EFT GROCERY,Groceries
POS SALE METRO RAIL,Transport
DEBIT PURCHASE AMAZON.COM,Shopping
POS SALE GROCERY T:071098,Groceries
DEBIT PURCHASE UBER TRIP 836,Transport
DEBIT PURCHASE AMAZON.COM,Shopping
DEBIT PURCHASE RESTAURANT ID:GEWT57297732507583,Coffee/Dining
POS SALE AMAZON.COM ID:GEWT57297732507583,Shopping
VENMO CASH IN,Transfer/Income
VISA POS SUSHI LOC:EAST1661,Coffee/Dining
VISA POS TOLL ID:GEWT57297732507583,Transport
CARD PURCHASE CAFE,Coffee/Dining
TRANSFER 836,Transfer/Income
VENMO CASH IN,Transfer/Income
VISA POS TRADER JOES,Groceries
POS SALE WHOLE FOODS LOC:EAST1661,Groceries
CARD PURCHASE CAFE LOC:EAST1661,Coffee/Dining
VISA POS CAFE 836,Coffee/Dining
POS SALE BEST BUY,Shopping
POS SALE PIZZA LOC:EAST1661,Coffee/Dining
DEBIT PURCHASE WHOLE FOODS,Groceries
POS SALE GROCERY T:071098,Groceries
CARD PURCHASE RALPHS,Groceries
CARD PURCHASE PUMP 836,Fuel/Gas
EFT DOCTOR,Health/Fitness
DEBIT PURCHASE AMAZON.COM,Shopping
EFT EXXON 836,Fuel/Gas
EFT BEST BUY,Shopping
VISA POS PIZZA 836,Coffee/Dining
POS SALE SUSHI,Coffee/Dining
VISA POS APPLE STORE,Shopping
PAYROLL,Transfer/Income
VISA POS APPLE STORE,Shopping
VISA POS RALPHS,Groceries
POS SALE RALPHS,Groceries
VENMO CASH IN,Transfer/Income
EFT PUMP,Fuel/Gas
VISA POS BEST BUY LOC:EAST1661,Shopping
VISA POS RALPHS,Groceries
VISA POS DOCTOR,Health/Fitness
VISA POS MCDONALDS,Coffee/Dining
POS SALE BEST BUY,Shopping
VISA POS CHEVRON,Fuel/Gas
DEBIT PURCHASE EXXON,Fuel/Gas
EFT TARGET,Shopping
VISA POS PIZZA ID:GEWT57297732507583,Coffee/Dining
CARD PURCHASE SHELL GAS,Fuel/Gas
VISA POS WHOLE FOODS,Groceries
POS SALE SUSHI T:071098,Coffee/Dining
SALARY,Transfer/Income
CARD PURCHASE PUMP ID:GEWT57297732507583,Fuel/Gas
TRANSFER,Transfer/Income
DEBIT PURCHASE PIZZA,Coffee/Dining
CARD PURCHASE RESTAURANT T:071098,Coffee/Dining
DEBIT PURCHASE GAS STATION 836,Fuel/Gas
CARD PURCHASE BEST BUY,Shopping
DEBIT PURCHASE RALPHS,Groceries
VISA POS AMAZON.COM,Shopping
VENMO CASH IN,Transfer/Income
POS SALE TARGET,Shopping
VISA POS RETAIL,Shopping
VISA POS LYFT,Transport
POS SALE TRADER JOES ID:GEWT57297732507583,Groceries
EFT MCDONALDS,Coffee/Dining
POS SALE PUMP,Fuel/Gas
COMCAST 836,Utilities
VISA POS WHOLE FOODS ID:GEWT57297732507583,Groceries
CARD PURCHASE GROCERY,Groceries
SALARY LOC:EAST1661,Transfer/Income
DEBIT PURCHASE PIZZA ID:GEWT57297732507583,Coffee/Dining
VISA POS RESTAURANT,Coffee/Dining
EFT BEST BUY ID:GEWT57297732507583,Shopping
POS SALE STARBUCKS,Coffee/Dining
DEBIT PURCHASE MARKET,Groceries
VISA POS TARGET T:071098,Shopping
VENMO CASH IN T:071098,Transfer/Income
DEBIT PURCHASE STARBUCKS,Coffee/Dining
EFT GAS STATION,Fuel/Gas
POS SALE MARKET,Groceries
CARD PURCHASE RETAIL,Shopping
DEBIT PURCHASE RESTAURANT LOC:EAST1661,Coffee/Dining
DEBIT PURCHASE STARBUCKS 836,Coffee/Dining
POS SALE RETAIL,Shopping
CARD PURCHASE APPLE STORE,Shopping
VISA POS TARGET,Shopping
TRANSFER,Transfer/Income
CABLE,Utilities
POS SALE BEST BUY,Shopping
DEBIT PURCHASE RALPHS,Groceries
VISA POS TRADER JOES,Groceries
TRANSFER,Transfer/Income
POS SALE PIZZA ID:GEWT57297732507583,Coffee/Dining
POS SALE TRADER JOES,Groceries
EFT GYM MEMBERSHIP,Health/Fitness
DEBIT PURCHASE TRADER JOES ID:GEWT57297732507583,Groceries
EFT APPLE STORE,Shopping
EFT RALPHS,Groceries
ELEC BILL,Utilities
EFT AMAZON.COM 836,Shopping
POS SALE AMAZON.COM 836,Shopping
DEBIT PURCHASE EXXON,Fuel/Gas
VISA POS RESTAURANT,Coffee/Dining
DEBIT PURCHASE TOLL T:071098,Transport
DEBIT PURCHASE RALPHS,Groceries
EFT SHELL GAS,Fuel/Gas
VISA POS TRADER JOES,Groceries
VISA POS MCDONALDS,Coffee/Dining
VISA POS GYM MEMBERSHIP,Health/Fitness
EFT APPLE STORE,Shopping
POS SALE MARKET,Groceries
EFT LYFT,Transport
EFT GROCERY,Groceries
POS SALE SHELL GAS 836,Fuel/Gas
CARD PURCHASE RALPHS ID:GEWT57297732507583,Groceries
CARD PURCHASE TRADER JOES T:071098,Groceries
VISA POS STARBUCKS,Coffee/Dining
VISA POS SUSHI LOC:EAST1661,Coffee/Dining
EFT RESTAURANT,Coffee/Dining
WATER SERVICE,Utilities
POS SALE MARKET,Groceries
VISA POS RETAIL,Shopping
POS SALE PIZZA T:071098,Coffee/Dining
CABLE,Utilities
POS SALE MCDONALDS,Coffee/Dining
VISA POS GROCERY,Groceries
VISA POS CAFE 836,Coffee/Dining
DEBIT PURCHASE RALPHS T:071098,Groceries
EFT MARKET LOC:EAST1661,Groceries
CARD PURCHASE BEST BUY,Shopping
VENMO CASH IN LOC:EAST1661,Transfer/Income
TRANSFER,Transfer/Income
VISA POS METRO RAIL,Transport
EFT PIZZA LOC:EAST1661,Coffee/Dining
DEBIT PURCHASE WHOLE FOODS,Groceries
POS SALE TRADER JOES,Groceries
VISA POS CAFE T:071098,Coffee/Dining
CARD PURCHASE DOCTOR,Health/Fitness
VISA POS RETAIL LOC:EAST1661,Shopping
CARD PURCHASE GROCERY,Groceries
CARD PURCHASE CHEVRON,Fuel/Gas
EFT CHEVRON,Fuel/Gas
VISA POS UBER TRIP 836,Transport
VISA POS TRADER JOES,Groceries
